Name,Education Qualification,Gender,Community,Religion,Exservice-men,Disability,Sports,Annual-Percentage,Income,India,Outcome
Scholarship Scheme 279,Undergraduate,Female,General,Christian,No,No,No,84.89,Medium,Yes,0
Scholarship Scheme 280,Postgraduate,All,General,Hindu,No,No,Yes,63.94,Medium,Yes,0
Scholarship Scheme 281,High School,Female,General,Sikh,No,Yes,No,66.67,Low,Yes,0
Scholarship Scheme 282,High School,Female,SC,Hindu,Yes,Yes,Yes,77.29,Medium,Yes,1
Scholarship Scheme 283,Postgraduate,Male,OBC,Sikh,Yes,Yes,Yes,55.11,Medium,Yes,0
Scholarship Scheme 284,Doctorate,All,SC,Christian,Yes,No,No,82.07,Low,Yes,1
Scholarship Scheme 285,Postgraduate,Male,OBC,Hindu,No,Yes,No,66.22,Low,Yes,0
Scholarship Scheme 286,Doctorate,Male,SC,Muslim,No,Yes,No,81.57,Medium,Yes,1
Scholarship Scheme 287,Undergraduate,Female,ST,Sikh,Yes,No,No,91.62,High,Yes,0
Scholarship Scheme 288,Undergraduate,All,ST,Muslim,Yes,Yes,Yes,58.54,Medium,Yes,1
Scholarship Scheme 289,Undergraduate,Female,ST,Sikh,No,Yes,Yes,96.45,Low,Yes,0
Scholarship Scheme 290,High School,All,ST,Hindu,No,No,No,76.48,Low,Yes,0
Scholarship Scheme 291,Undergraduate,Male,General,Muslim,No,Yes,Yes,96.05,Low,Yes,0
Scholarship Scheme 292,Doctorate,All,General,Hindu,No,No,No,60.37,High,Yes,1
Scholarship Scheme 293,Undergraduate,Female,SC,Sikh,No,No,Yes,80.17,Low,Yes,1
Scholarship Scheme 294,Postgraduate,Female,SC,Sikh,No,No,Yes,70.15,High,Yes,1
Scholarship Scheme 295,Postgraduate,Female,ST,Sikh,No,No,No,88.63,Low,Yes,0
Scholarship Scheme 296,High School,All,OBC,Sikh,No,No,No,80.23,Low,Yes,0
Scholarship Scheme 297,Postgraduate,Male,ST,Christian,Yes,Yes,Yes,74.68,Medium,Yes,0
Scholarship Scheme 298,Doctorate,Male,SC,Sikh,No,No,No,95.56,High,Yes,0
Scholarship Scheme 299,Undergraduate,All,ST,Muslim,No,No,Yes,68.82,Medium,Yes,1
Scholarship Scheme 300,High School,Female,SC,Sikh,No,No,No,60.98,High,Yes,0
Scholarship Scheme 301,Undergraduate,Male,ST,Hindu,Yes,No,No,80.34,Low,Yes,0
Scholarship Scheme 302,Undergraduate,Female,OBC,Christian,Yes,Yes,No,81.14,Low,Yes,0
Scholarship Scheme 303,Doctorate,All,ST,Muslim,No,Yes,No,71.91,High,Yes,1
Scholarship Scheme 304,Postgraduate,Female,OBC,Christian,Yes,Yes,No,74.28,Medium,Yes,0
Scholarship Scheme 305,Postgraduate,Male,OBC,Christian,Yes,No,No,97.88,High,Yes,1
Scholarship Scheme 306,Undergraduate,Male,SC,Christian,Yes,Yes,No,86.56,High,Yes,0
Scholarship Scheme 307,High School,Female,OBC,Hindu,No,Yes,Yes,55.52,High,Yes,1
Scholarship Scheme 308,Postgraduate,All,General,Christian,No,No,No,60.59,Low,Yes,0
Scholarship Scheme 309,High School,Female,General,Christian,No,No,Yes,98.68,High,Yes,0
Scholarship Scheme 310,Postgraduate,All,General,Sikh,No,Yes,No,86.25,Low,Yes,1
Scholarship Scheme 311,High School,Female,SC,Hindu,No,Yes,Yes,95.66,Medium,Yes,0
Scholarship Scheme 312,Doctorate,Male,General,Muslim,No,Yes,No,65.16,Low,Yes,1
Scholarship Scheme 313,High School,All,SC,Muslim,No,Yes,No,87.02,Medium,Yes,1
Scholarship Scheme 314,Doctorate,All,SC,Muslim,Yes,No,Yes,85.63,Medium,Yes,0
Scholarship Scheme 315,Doctorate,All,General,Hindu,No,No,No,64.71,Medium,Yes,1
Scholarship Scheme 316,High School,Male,OBC,Muslim,No,No,No,77.49,Low,Yes,1
Scholarship Scheme 317,Doctorate,Female,ST,Hindu,No,No,No,81.31,High,Yes,1
Scholarship Scheme 318,Undergraduate,Male,SC,Sikh,No,No,No,74.01,Low,Yes,0
Scholarship Scheme 319,Doctorate,All,General,Sikh,No,Yes,No,91.28,Medium,Yes,0
Scholarship Scheme 320,Postgraduate,Female,SC,Hindu,No,No,Yes,91.56,High,Yes,0
Scholarship Scheme 321,High School,Male,OBC,Muslim,No,No,No,92.44,Low,Yes,1
Scholarship Scheme 322,Undergraduate,All,OBC,Hindu,No,Yes,Yes,90.09,Medium,Yes,1
Scholarship Scheme 323,High School,All,General,Hindu,Yes,No,Yes,74.36,Medium,Yes,0
Scholarship Scheme 324,Postgraduate,Male,SC,Christian,Yes,Yes,Yes,69.03,High,Yes,0
Scholarship Scheme 325,Postgraduate,Male,ST,Hindu,No,No,Yes,91.49,Low,Yes,1
Scholarship Scheme 326,Postgraduate,Male,ST,Christian,No,No,Yes,74.46,High,Yes,1
Scholarship Scheme 327,Doctorate,All,SC,Sikh,Yes,No,Yes,62.29,High,Yes,1
Scholarship Scheme 328,Doctorate,Male,SC,Christian,No,Yes,Yes,75.32,High,Yes,0
Scholarship Scheme 329,High School,All,SC,Hindu,No,No,Yes,57.08,High,Yes,0
Scholarship Scheme 330,High School,Male,General,Sikh,Yes,Yes,No,84.51,Low,Yes,0
Scholarship Scheme 331,Undergraduate,All,OBC,Christian,No,No,Yes,66.76,High,Yes,0
Scholarship Scheme 332,Undergraduate,All,ST,Hindu,No,No,No,63.01,Medium,Yes,1
Scholarship Scheme 333,High School,Female,General,Sikh,No,Yes,Yes,97.73,Medium,Yes,0
Scholarship Scheme 334,Doctorate,Male,SC,Christian,Yes,Yes,Yes,88.77,Medium,Yes,1
Scholarship Scheme 335,Postgraduate,Male,SC,Hindu,Yes,No,No,89.27,High,Yes,0
Scholarship Scheme 336,High School,All,OBC,Hindu,No,Yes,Yes,81.12,Medium,Yes,1
Scholarship Scheme 337,Undergraduate,All,SC,Muslim,Yes,No,No,91.87,Low,Yes,0
Scholarship Scheme 338,Doctorate,All,General,Muslim,Yes,No,Yes,87.88,High,Yes,0
Scholarship Scheme 339,High School,Female,General,Christian,Yes,Yes,No,79.88,High,Yes,0
Scholarship Scheme 340,High School,Female,OBC,Christian,No,Yes,No,97.96,High,Yes,0
Scholarship Scheme 341,Doctorate,All,General,Christian,Yes,Yes,Yes,59.56,Low,Yes,1
Scholarship Scheme 342,High School,Male,ST,Hindu,Yes,No,Yes,97.07,High,Yes,0
Scholarship Scheme 343,Doctorate,Male,General,Christian,Yes,Yes,Yes,70.03,High,Yes,1
Scholarship Scheme 344,Postgraduate,Female,General,Hindu,No,No,Yes,76.37,Medium,Yes,1
Scholarship Scheme 345,Doctorate,Female,General,Christian,Yes,Yes,No,56.12,Medium,Yes,1
Scholarship Scheme 346,Doctorate,All,ST,Hindu,Yes,Yes,No,76.95,High,Yes,1
Scholarship Scheme 347,Doctorate,Male,SC,Hindu,No,Yes,No,80.5,Low,Yes,0
Scholarship Scheme 348,High School,All,General,Muslim,Yes,Yes,No,99.79,Medium,Yes,0
Scholarship Scheme 349,High School,Female,OBC,Sikh,Yes,Yes,No,98.66,High,Yes,1
Scholarship Scheme 350,Doctorate,Male,ST,Hindu,Yes,No,No,98.22,Medium,Yes,1
Scholarship Scheme 351,High School,Male,OBC,Christian,No,Yes,No,67.38,Medium,Yes,0
Scholarship Scheme 352,Undergraduate,Female,General,Muslim,No,Yes,Yes,99.46,Low,Yes,1
Scholarship Scheme 353,Undergraduate,All,OBC,Christian,Yes,No,Yes,72.73,High,Yes,0
Scholarship Scheme 354,High School,All,General,Christian,Yes,No,Yes,92.51,Medium,Yes,1
Scholarship Scheme 355,High School,Male,ST,Hindu,Yes,No,Yes,60.79,High,Yes,0
Scholarship Scheme 356,Doctorate,Female,OBC,Hindu,Yes,No,Yes,75.24,Low,Yes,1
Scholarship Scheme 357,Postgraduate,Male,OBC,Sikh,Yes,Yes,Yes,98.2,Low,Yes,1
Scholarship Scheme 358,High School,Female,General,Hindu,Yes,Yes,Yes,97.26,Medium,Yes,1
Scholarship Scheme 359,Undergraduate,All,General,Hindu,No,No,Yes,84.12,Low,Yes,0
Scholarship Scheme 360,Doctorate,Female,SC,Sikh,Yes,Yes,No,89.81,Medium,Yes,0
Scholarship Scheme 361,High School,All,General,Christian,Yes,No,Yes,58.8,High,Yes,0
Scholarship Scheme 362,Undergraduate,Female,General,Sikh,Yes,No,Yes,86.01,Medium,Yes,1
Scholarship Scheme 363,Undergraduate,Male,SC,Sikh,No,Yes,Yes,80.84,Medium,Yes,1
Scholarship Scheme 364,Postgraduate,All,General,Sikh,Yes,Yes,No,54.57,Low,Yes,0
Scholarship Scheme 365,Doctorate,Male,General,Muslim,No,No,Yes,55.65,High,Yes,0
Scholarship Scheme 366,Doctorate,Male,SC,Christian,Yes,Yes,No,55.41,High,Yes,1
Scholarship Scheme 367,Postgraduate,All,ST,Muslim,Yes,No,No,86.15,Medium,Yes,0
Scholarship Scheme 368,Postgraduate,All,ST,Muslim,Yes,No,Yes,57.07,High,Yes,1
Scholarship Scheme 369,Doctorate,Male,General,Hindu,Yes,No,No,73.34,High,Yes,0
Scholarship Scheme 370,Doctorate,Male,General,Sikh,Yes,No,Yes,67.81,Medium,Yes,0
Scholarship Scheme 371,High School,Male,SC,Sikh,Yes,Yes,Yes,77.47,Medium,Yes,0
Scholarship Scheme 372,High School,Male,SC,Muslim,No,No,Yes,85.25,High,Yes,1
Scholarship Scheme 373,Postgraduate,All,ST,Hindu,Yes,No,No,84.17,Medium,Yes,0
Scholarship Scheme 374,High School,All,OBC,Hindu,Yes,No,Yes,75.72,Low,Yes,0
Scholarship Scheme 375,Undergraduate,Male,General,Hindu,Yes,Yes,Yes,73.17,High,Yes,0
Scholarship Scheme 376,High School,Female,OBC,Christian,No,No,Yes,69.85,Medium,Yes,1
Scholarship Scheme 377,High School,Female,OBC,Muslim,Yes,No,No,93.01,High,Yes,0
Scholarship Scheme 378,Undergraduate,All,SC,Christian,No,Yes,No,66.51,High,Yes,0
Scholarship Scheme 379,Postgraduate,Male,General,Hindu,Yes,No,No,62.94,Low,Yes,0
Scholarship Scheme 380,Undergraduate,Male,General,Hindu,Yes,No,No,87.09,Low,Yes,1
Scholarship Scheme 381,High School,All,SC,Hindu,No,No,Yes,67.95,High,Yes,0
Scholarship Scheme 382,Postgraduate,Female,OBC,Sikh,No,No,Yes,92.27,Low,Yes,1
Scholarship Scheme 383,High School,Female,SC,Muslim,Yes,Yes,No,66.36,Medium,Yes,1
Scholarship Scheme 384,Undergraduate,Female,ST,Sikh,No,Yes,Yes,85.03,High,Yes,1
Scholarship Scheme 385,Undergraduate,All,General,Christian,No,Yes,No,52.25,Low,Yes,1
Scholarship Scheme 386,High School,Female,ST,Sikh,Yes,No,Yes,69.24,High,Yes,0
Scholarship Scheme 387,Doctorate,All,SC,Muslim,Yes,Yes,Yes,67.13,High,Yes,0
Scholarship Scheme 388,Doctorate,All,General,Sikh,Yes,Yes,No,90.75,Medium,Yes,0
Scholarship Scheme 389,Undergraduate,Male,ST,Hindu,No,No,No,98.26,Medium,Yes,0
Scholarship Scheme 390,Undergraduate,Female,ST,Christian,Yes,Yes,Yes,73.0,Medium,Yes,1
Scholarship Scheme 391,Doctorate,All,OBC,Christian,Yes,Yes,No,91.16,Low,Yes,1
Scholarship Scheme 392,Doctorate,Female,General,Hindu,No,Yes,Yes,84.91,Low,Yes,1
Scholarship Scheme 393,High School,Female,ST,Hindu,No,No,Yes,98.27,Low,Yes,1
Scholarship Scheme 394,High School,Male,ST,Hindu,Yes,No,Yes,90.47,Medium,Yes,1
Scholarship Scheme 395,Doctorate,Female,OBC,Muslim,No,Yes,Yes,53.87,High,Yes,1
Scholarship Scheme 396,High School,Male,ST,Sikh,No,Yes,No,85.59,Medium,Yes,0
Scholarship Scheme 397,High School,All,ST,Christian,No,No,Yes,76.72,Low,Yes,0
Scholarship Scheme 398,Postgraduate,Female,ST,Sikh,Yes,No,Yes,50.82,Low,Yes,1
Scholarship Scheme 399,High School,All,OBC,Hindu,Yes,No,Yes,62.54,Low,Yes,1
Scholarship Scheme 400,Undergraduate,Female,ST,Hindu,Yes,No,No,96.0,Medium,Yes,1
Scholarship Scheme 401,High School,All,ST,Sikh,No,Yes,Yes,96.21,Low,Yes,0
Scholarship Scheme 402,High School,Female,General,Christian,Yes,No,No,89.86,Medium,Yes,0
Scholarship Scheme 403,Doctorate,Female,General,Muslim,Yes,Yes,No,98.99,High,Yes,0
Scholarship Scheme 404,Undergraduate,Female,OBC,Sikh,No,No,No,90.25,Medium,Yes,0
Scholarship Scheme 405,High School,Female,SC,Hindu,No,No,No,50.51,Low,Yes,1
Scholarship Scheme 406,High School,Female,General,Hindu,Yes,No,No,64.36,High,Yes,0
Scholarship Scheme 407,Postgraduate,Female,OBC,Muslim,No,No,No,51.53,Low,Yes,0
Scholarship Scheme 408,High School,Female,ST,Sikh,Yes,Yes,No,54.7,High,Yes,0
Scholarship Scheme 409,High School,Female,ST,Muslim,Yes,Yes,Yes,60.92,Low,Yes,0
Scholarship Scheme 410,Postgraduate,Female,OBC,Muslim,Yes,Yes,Yes,75.13,Medium,Yes,0
Scholarship Scheme 411,Doctorate,All,ST,Christian,No,No,No,92.29,Low,Yes,1
Scholarship Scheme 412,High School,Male,ST,Christian,No,Yes,No,93.01,Medium,Yes,1
Scholarship Scheme 413,Postgraduate,Female,SC,Hindu,Yes,No,No,80.75,Medium,Yes,1
Scholarship Scheme 414,Undergraduate,Male,ST,Sikh,Yes,No,Yes,96.32,High,Yes,1
Scholarship Scheme 415,Doctorate,Female,General,Christian,Yes,Yes,No,74.95,Medium,Yes,1
Scholarship Scheme 416,Undergraduate,Female,ST,Hindu,Yes,No,Yes,94.36,Medium,Yes,0
Scholarship Scheme 417,Undergraduate,All,OBC,Sikh,No,No,Yes,72.66,Medium,Yes,0
Scholarship Scheme 418,Postgraduate,All,SC,Hindu,Yes,Yes,No,63.83,High,Yes,0
Scholarship Scheme 419,High School,Male,ST,Christian,Yes,No,Yes,95.73,Low,Yes,0
Scholarship Scheme 420,Postgraduate,All,OBC,Hindu,No,No,No,69.36,Low,Yes,0
Scholarship Scheme 421,Postgraduate,All,General,Sikh,Yes,Yes,No,75.12,Medium,Yes,0
Scholarship Scheme 422,Postgraduate,Male,ST,Sikh,Yes,Yes,No,66.41,Medium,Yes,0
Scholarship Scheme 423,Postgraduate,All,SC,Hindu,Yes,No,Yes,83.08,Low,Yes,1
Scholarship Scheme 424,Doctorate,Female,ST,Sikh,Yes,Yes,No,99.65,Medium,Yes,1
Scholarship Scheme 425,High School,Male,OBC,Hindu,Yes,No,Yes,51.27,Low,Yes,0
Scholarship Scheme 426,Undergraduate,Male,SC,Sikh,No,Yes,No,94.9,High,Yes,1
Scholarship Scheme 427,Undergraduate,Female,ST,Hindu,No,No,No,50.2,Medium,Yes,1
Scholarship Scheme 428,High School,All,General,Hindu,No,Yes,No,68.17,Medium,Yes,0
Scholarship Scheme 429,Undergraduate,Male,SC,Hindu,No,Yes,No,58.41,Low,Yes,1
Scholarship Scheme 430,High School,Male,General,Muslim,Yes,No,No,87.79,Low,Yes,0
Scholarship Scheme 431,Undergraduate,Female,OBC,Sikh,No,Yes,Yes,52.53,High,Yes,0
Scholarship Scheme 432,Postgraduate,Female,ST,Christian,No,Yes,No,77.62,Medium,Yes,0
Scholarship Scheme 433,Undergraduate,All,General,Hindu,No,No,No,64.72,Low,Yes,0
Scholarship Scheme 434,High School,Male,OBC,Muslim,No,Yes,No,56.67,High,Yes,0
Scholarship Scheme 435,High School,All,ST,Christian,No,Yes,Yes,88.51,Low,Yes,0
Scholarship Scheme 436,High School,All,OBC,Hindu,No,Yes,No,60.85,Low,Yes,1
Scholarship Scheme 437,High School,Female,General,Christian,No,No,No,61.16,High,Yes,1
Scholarship Scheme 438,High School,Male,OBC,Muslim,No,Yes,No,63.73,High,Yes,1
Scholarship Scheme 439,Doctorate,Male,SC,Christian,Yes,No,No,79.28,High,Yes,1
Scholarship Scheme 440,Doctorate,Male,ST,Hindu,No,No,Yes,82.92,High,Yes,1
Scholarship Scheme 441,Undergraduate,Female,OBC,Christian,Yes,Yes,No,50.88,High,Yes,0
Scholarship Scheme 442,High School,Female,General,Christian,No,No,Yes,62.07,High,Yes,1
Scholarship Scheme 443,Undergraduate,Female,ST,Hindu,No,No,Yes,71.51,Medium,Yes,1
Scholarship Scheme 444,High School,Female,SC,Muslim,No,No,Yes,66.57,High,Yes,0
Scholarship Scheme 445,High School,Female,ST,Muslim,Yes,No,Yes,94.12,Medium,Yes,0
Scholarship Scheme 446,Doctorate,Male,SC,Christian,Yes,Yes,No,89.31,Low,Yes,1
Scholarship Scheme 447,Doctorate,All,ST,Sikh,No,Yes,No,81.23,Low,Yes,0
Scholarship Scheme 448,Postgraduate,Male,OBC,Christian,Yes,Yes,Yes,66.87,High,Yes,0
Scholarship Scheme 449,Doctorate,All,OBC,Sikh,No,No,Yes,84.96,Low,Yes,0
Scholarship Scheme 450,Postgraduate,Female,General,Christian,Yes,No,Yes,92.1,High,Yes,1
Scholarship Scheme 451,Postgraduate,All,SC,Muslim,Yes,Yes,No,79.68,High,Yes,0
Scholarship Scheme 452,Postgraduate,Male,General,Christian,Yes,No,Yes,89.14,Medium,Yes,0
Scholarship Scheme 453,Postgraduate,Male,OBC,Christian,No,Yes,Yes,87.38,Low,Yes,0
Scholarship Scheme 454,Postgraduate,All,SC,Sikh,Yes,No,Yes,78.53,High,Yes,1
Scholarship Scheme 455,Undergraduate,Female,General,Muslim,Yes,Yes,Yes,65.58,Low,Yes,1
Scholarship Scheme 456,Doctorate,Female,General,Sikh,No,Yes,Yes,87.21,Medium,Yes,0
Scholarship Scheme 457,Postgraduate,Male,General,Christian,Yes,Yes,No,60.32,Low,Yes,0
Scholarship Scheme 458,High School,All,General,Hindu,No,No,Yes,88.9,Medium,Yes,0
Scholarship Scheme 459,Doctorate,Female,General,Christian,No,Yes,No,90.15,Medium,Yes,1
Scholarship Scheme 460,Doctorate,Female,SC,Christian,Yes,No,No,91.03,Medium,Yes,1
Scholarship Scheme 461,Postgraduate,Male,General,Sikh,No,No,No,73.6,High,Yes,1
Scholarship Scheme 462,Undergraduate,Female,SC,Hindu,Yes,Yes,No,59.6,High,Yes,0
Scholarship Scheme 463,Postgraduate,All,General,Hindu,Yes,Yes,No,54.98,Low,Yes,0
Scholarship Scheme 464,Undergraduate,Male,OBC,Sikh,No,No,Yes,87.09,High,Yes,0
Scholarship Scheme 465,High School,Male,OBC,Muslim,Yes,No,No,94.22,High,Yes,1
Scholarship Scheme 466,Doctorate,All,General,Hindu,Yes,Yes,No,82.48,Low,Yes,1
Scholarship Scheme 467,High School,Male,ST,Hindu,No,Yes,Yes,57.19,Medium,Yes,1
Scholarship Scheme 468,Undergraduate,Female,OBC,Sikh,No,No,No,96.65,Medium,Yes,1
Scholarship Scheme 469,Undergraduate,Female,SC,Muslim,Yes,Yes,Yes,99.36,Low,Yes,1
Scholarship Scheme 470,High School,All,General,Muslim,No,Yes,Yes,71.63,High,Yes,0
Scholarship Scheme 471,Undergraduate,Female,SC,Christian,No,Yes,Yes,79.68,Low,Yes,0
Scholarship Scheme 472,High School,All,ST,Christian,No,Yes,Yes,88.78,Low,Yes,1
Scholarship Scheme 473,Doctorate,All,General,Sikh,No,No,Yes,86.75,High,Yes,1
Scholarship Scheme 474,High School,Female,OBC,Muslim,Yes,No,No,98.29,Low,Yes,0
Scholarship Scheme 475,Doctorate,All,SC,Sikh,Yes,Yes,Yes,55.73,High,Yes,1
Scholarship Scheme 476,High School,Female,OBC,Christian,No,Yes,Yes,78.98,High,Yes,0
Scholarship Scheme 477,Undergraduate,Male,OBC,Sikh,Yes,No,No,84.53,Low,Yes,0
Scholarship Scheme 478,High School,Male,General,Sikh,No,No,No,94.42,Medium,Yes,0
Scholarship Scheme 479,Undergraduate,All,SC,Hindu,No,No,No,93.62,High,Yes,1
Scholarship Scheme 480,High School,Female,ST,Hindu,Yes,No,No,98.8,Medium,Yes,1
Scholarship Scheme 481,High School,Female,OBC,Hindu,Yes,No,Yes,75.55,High,Yes,1
Scholarship Scheme 482,Postgraduate,Male,General,Christian,Yes,Yes,No,91.45,Medium,Yes,0
Scholarship Scheme 483,Undergraduate,Male,General,Sikh,Yes,Yes,Yes,71.32,Low,Yes,0
Scholarship Scheme 484,Postgraduate,Female,ST,Hindu,No,No,No,71.07,High,Yes,1
Scholarship Scheme 485,Undergraduate,All,General,Hindu,No,No,No,62.64,Low,Yes,0
Scholarship Scheme 486,Postgraduate,Male,OBC,Hindu,Yes,Yes,No,90.83,Low,Yes,1
Scholarship Scheme 487,Doctorate,All,General,Christian,No,No,No,99.19,Low,Yes,1
Scholarship Scheme 488,High School,All,SC,Christian,Yes,No,No,62.79,High,Yes,1
Scholarship Scheme 489,Undergraduate,Male,SC,Sikh,Yes,Yes,Yes,52.8,Low,Yes,1
Scholarship Scheme 490,Undergraduate,All,OBC,Sikh,Yes,Yes,Yes,90.7,Low,Yes,0
Scholarship Scheme 491,High School,All,SC,Sikh,No,Yes,Yes,80.95,High,Yes,1
Scholarship Scheme 492,Undergraduate,Female,ST,Hindu,No,Yes,No,97.89,Low,Yes,0
Scholarship Scheme 493,Undergraduate,All,General,Muslim,Yes,No,Yes,62.59,High,Yes,0
Scholarship Scheme 494,Postgraduate,Female,OBC,Christian,Yes,Yes,No,53.54,Low,Yes,0
Scholarship Scheme 495,Undergraduate,Male,ST,Hindu,Yes,No,No,74.57,Medium,Yes,0
Scholarship Scheme 496,Doctorate,Male,General,Hindu,Yes,No,Yes,54.26,Low,Yes,1
Scholarship Scheme 497,Doctorate,Female,ST,Sikh,No,No,Yes,63.06,Medium,Yes,1
Scholarship Scheme 498,High School,Male,OBC,Sikh,No,No,No,56.29,High,Yes,0
Scholarship Scheme 499,Undergraduate,All,OBC,Hindu,Yes,Yes,No,61.18,Medium,Yes,0
Scholarship Scheme 500,High School,All,ST,Christian,Yes,No,Yes,55.3,High,Yes,0
Scholarship Scheme 501,Doctorate,All,General,Christian,No,No,No,97.6,Low,Yes,1
Scholarship Scheme 502,Undergraduate,Male,SC,Hindu,Yes,No,Yes,63.9,Medium,Yes,1
Scholarship Scheme 503,Undergraduate,All,SC,Muslim,No,Yes,Yes,72.15,Low,Yes,0
Scholarship Scheme 504,High School,Male,ST,Muslim,No,Yes,No,94.84,Medium,Yes,0
Scholarship Scheme 505,Doctorate,All,OBC,Christian,Yes,Yes,No,83.8,High,Yes,0
Scholarship Scheme 506,Undergraduate,Female,General,Sikh,No,Yes,No,80.84,High,Yes,0
Scholarship Scheme 507,High School,Male,General,Muslim,No,Yes,No,85.21,High,Yes,1
Scholarship Scheme 508,Doctorate,Male,OBC,Muslim,No,No,Yes,91.36,High,Yes,0
Scholarship Scheme 509,High School,All,SC,Sikh,No,Yes,No,93.8,Low,Yes,0
Scholarship Scheme 510,Postgraduate,Male,General,Muslim,Yes,No,Yes,82.07,Low,Yes,0
Scholarship Scheme 511,Undergraduate,Male,ST,Hindu,No,Yes,Yes,94.41,Low,Yes,0
Scholarship Scheme 512,Postgraduate,Female,SC,Muslim,No,No,No,76.72,Low,Yes,0
Scholarship Scheme 513,Doctorate,Female,ST,Sikh,No,Yes,Yes,63.84,Low,Yes,1
Scholarship Scheme 514,Postgraduate,All,SC,Hindu,Yes,No,No,93.92,High,Yes,1
Scholarship Scheme 515,Postgraduate,Female,OBC,Muslim,Yes,Yes,No,77.02,Low,Yes,1
Scholarship Scheme 516,Doctorate,All,ST,Christian,Yes,No,Yes,95.22,Low,Yes,0
Scholarship Scheme 517,High School,All,ST,Hindu,No,No,Yes,52.0,Low,Yes,0
Scholarship Scheme 518,Postgraduate,All,OBC,Hindu,Yes,No,Yes,69.84,High,Yes,0
Scholarship Scheme 519,High School,Male,ST,Christian,Yes,No,No,97.3,High,Yes,0
Scholarship Scheme 520,Postgraduate,Female,SC,Christian,Yes,No,No,62.46,High,Yes,0
Scholarship Scheme 521,High School,All,General,Muslim,No,No,Yes,96.98,High,Yes,0
Scholarship Scheme 522,Doctorate,Female,General,Muslim,Yes,Yes,No,97.6,Low,Yes,0
Scholarship Scheme 523,Postgraduate,All,OBC,Sikh,Yes,Yes,No,94.02,Low,Yes,0
Scholarship Scheme 524,Doctorate,Female,SC,Sikh,Yes,No,Yes,78.13,Medium,Yes,1
Scholarship Scheme 525,Postgraduate,Female,ST,Hindu,No,No,No,82.28,Low,Yes,0
Scholarship Scheme 526,Doctorate,All,ST,Christian,No,No,Yes,93.39,High,Yes,0
Scholarship Scheme 527,Doctorate,Male,General,Christian,Yes,No,Yes,88.72,High,Yes,0
Scholarship Scheme 528,Postgraduate,Female,ST,Sikh,Yes,No,Yes,81.44,Low,Yes,1
Scholarship Scheme 529,Postgraduate,Male,General,Hindu,Yes,No,No,99.01,Medium,Yes,1
Scholarship Scheme 530,Postgraduate,Male,OBC,Hindu,No,No,Yes,84.22,High,Yes,0
Scholarship Scheme 531,Undergraduate,All,ST,Sikh,No,Yes,Yes,98.68,Medium,Yes,1
Scholarship Scheme 532,High School,All,SC,Sikh,Yes,No,Yes,52.86,High,Yes,0
Scholarship Scheme 533,Undergraduate,All,ST,Sikh,No,No,Yes,56.93,High,Yes,1
Scholarship Scheme 534,Undergraduate,Female,General,Muslim,Yes,Yes,No,72.53,Low,Yes,1
Scholarship Scheme 535,Doctorate,All,OBC,Hindu,No,Yes,Yes,69.21,High,Yes,1
Scholarship Scheme 536,Postgraduate,All,General,Hindu,Yes,No,No,89.06,Medium,Yes,1
Scholarship Scheme 537,High School,Female,ST,Hindu,No,Yes,Yes,58.01,Medium,Yes,0
Scholarship Scheme 538,Doctorate,Female,General,Sikh,Yes,Yes,No,98.71,Low,Yes,0
Scholarship Scheme 539,Undergraduate,All,General,Sikh,No,Yes,No,65.72,High,Yes,0
Scholarship Scheme 540,Postgraduate,All,OBC,Sikh,Yes,No,No,71.4,Medium,Yes,1
Scholarship Scheme 541,Doctorate,All,SC,Sikh,Yes,No,No,63.71,Low,Yes,0
Scholarship Scheme 542,Postgraduate,All,ST,Christian,Yes,Yes,Yes,78.91,Medium,Yes,0
Scholarship Scheme 543,Doctorate,Male,OBC,Sikh,Yes,No,Yes,52.93,Low,Yes,0
Scholarship Scheme 544,Postgraduate,Male,SC,Muslim,No,No,No,57.47,Medium,Yes,0
Scholarship Scheme 545,Undergraduate,All,General,Christian,Yes,No,No,87.22,High,Yes,1
Scholarship Scheme 546,High School,Male,SC,Christian,No,Yes,No,59.31,Medium,Yes,0
Scholarship Scheme 547,Undergraduate,Female,General,Sikh,No,Yes,Yes,61.75,Medium,Yes,0
Scholarship Scheme 548,High School,Male,General,Hindu,Yes,Yes,No,89.57,Low,Yes,0
Scholarship Scheme 549,Postgraduate,Male,OBC,Sikh,Yes,Yes,No,54.66,Low,Yes,1
Scholarship Scheme 550,Doctorate,All,General,Hindu,Yes,No,Yes,71.83,Low,Yes,0
Scholarship Scheme 551,Undergraduate,Male,OBC,Sikh,Yes,No,Yes,51.15,Medium,Yes,0
Scholarship Scheme 552,High School,Male,SC,Sikh,No,No,Yes,67.31,Low,Yes,1
Scholarship Scheme 553,Undergraduate,Male,SC,Hindu,No,Yes,Yes,84.88,High,Yes,0
Scholarship Scheme 554,High School,Male,General,Hindu,No,Yes,Yes,54.5,Low,Yes,0
Scholarship Scheme 555,Undergraduate,Female,OBC,Hindu,No,No,Yes,94.33,Low,Yes,1
Scholarship Scheme 556,High School,All,General,Hindu,Yes,Yes,No,95.38,High,Yes,0
Scholarship Scheme 557,High School,All,OBC,Muslim,No,Yes,No,55.24,Low,Yes,0
Scholarship Scheme 558,Postgraduate,Female,OBC,Hindu,Yes,No,Yes,99.44,Low,Yes,0
